PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
COMMERCIAL CLUB PGD. OF CHICAGO,1006,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1163998.9710299999,1905618.7307899999,"(41.896644000000002, -87.673105000000007)"
CORNELL (PAUL) SQUARE,5,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1164784.2995199999,1871160.3541600001,"(41.802070999999998, -87.671197000000006)"
DAWES (CHARLES G.),239,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1163620.33039,1851079.41992,"(41.746989999999997, -87.676028000000002)"
DOUGLAS (STEPHEN),218,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157095.18563,1891712.6086599999,"(41.858628000000003, -87.698839000000007)"
DOUGLAS (STEPHEN),218,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157462.9214399999,1891426.59185,"(41.857835000000001, -87.697496999999998)"
DOUGLAS (STEPHEN),218,BASKETBALL COURT,OUTDOOR,1156733.5351100001,1893296.1218999999,"(41.86298, -87.700124000000002)"
ABBOTT (ROBERT),259,BASKETBALL COURT,OUTDOOR,1178391.8861499999,1840800.66062,"(41.718462000000002, -87.622213000000002)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178121.3319000001,1841779.9641100001,"(41.721155000000003, -87.623174000000006)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178147.3311900001,1841741.50716,"(41.721049000000001, -87.623080000000002)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178123.49856,1841702.50822,"(41.720942999999998, -87.623169000000004)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178093.7076099999,1841740.9654999999,"(41.721049000000001, -87.623276000000004)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178321.47159,1840835.05556,"(41.718558000000002, -87.622470000000007)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178394.05281,1840836.68056,"(41.718561000000001, -87.622203999999996)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178394.05281,1840765.72434,"(41.718366000000003, -87.622206000000006)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178322.0132500001,1840764.09934,"(41.718362999999997, -87.622470000000007)"
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR,1169490.3777000001,1829591.6617099999,"(41.687899999999999, -87.655139000000005)"
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR,1169492.11228,1829518.8183500001,"(41.6877, -87.655135000000001)"
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR,1169421.0035000001,1829519.16546,"(41.687702000000002, -87.655394999999999)"
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR,1169417.53467,1829589.5803499999,"(41.687894999999997, -87.655405999999999)"
ADDAMS (JANE),262,SPRAY FEATURE,OUTDOOR,1166646.7242699999,1893413.3585399999,"(41.863095999999999, -87.663730000000001)"
ADDAMS (JANE),262,BASKETBALL COURT,OUTDOOR,1166880.70215,1893443.97233,"(41.863174999999998, -87.662869999999998)"
ADDAMS (JANE),262,BASKETBALL BACKBOARD,OUTDOOR,1166916.78311,1893443.97233,"(41.863174000000001, -87.662738000000004)"
ADDAMS (JANE),262,BASKETBALL BACKBOARD,OUTDOOR,1166847.90169,1893442.8791499999,"(41.863171999999999, -87.662991000000005)"
ADDAMS (JANE),262,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1166842.23569,1893139.8417,"(41.862341000000001, -87.663020000000003)"
ADDAMS (JANE),262,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1167068.7982300001,1893147.65435,"(41.862357000000003, -87.662188)"
ALTGELD (JOHN),206,BASKETBALL BACKBOARD,OUTDOOR,1158625.5385400001,1897384.5271099999,"(41.874161000000001, -87.693066999999999)"
ALTGELD (JOHN),206,BASKETBALL BACKBOARD,OUTDOOR,1158624.1497599999,1897431.0549000001,"(41.874288, -87.693070000000006)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178424.6793899999,1879909.5138300001,"(41.825780000000002, -87.620906000000005)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178445.9221300001,1879942.46193,"(41.825870000000002, -87.620827000000006)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178402.5695199999,1879942.46193,"(41.825870999999999, -87.620986000000002)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178422.0780100001,1879974.9763,"(41.825960000000002, -87.620913999999999)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178422.0780100001,1879984.0806100001,"(41.825985000000003, -87.620913000000002)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178399.9681500001,1880015.72786,"(41.826072000000003, -87.620993999999996)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178421.6446199999,1880051.277,"(41.826169, -87.620913000000002)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178442.8873600001,1880018.76263,"(41.826079, -87.620835999999997)"
ARCHER (WILLIAM BEATTY),250,BASKETBALL BACKBOARD,OUTDOOR,1147433.5586300001,1871726.8822300001,"(41.803973999999997, -87.734814999999998)"
ARCHER (WILLIAM BEATTY),250,BASKETBALL BACKBOARD,OUTDOOR,1147436.10488,1871660.1632000001,"(41.803790999999997, -87.734807000000004)"
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR,1181461.0601300001,1875801.1103000001,"(41.814436000000001, -87.609893)"
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR,1181545.63607,1875804.1306400001,"(41.814442999999997, -87.609583000000001)"
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR,1181549.6632900001,1875736.67145,"(41.814258000000002, -87.609570000000005)"
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR,1181462.0670100001,1875735.66457,"(41.814256999999998, -87.609892000000002)"
ATHLETIC FIELD,80,BASKETBALL BACKBOARD,OUTDOOR,1151802.1296099999,1923919.1082299999,"(41.947111, -87.717420000000004)"
ATHLETIC FIELD,80,BASKETBALL BACKBOARD,OUTDOOR,1151805.7644499999,1923840.0535899999,"(41.946894, -87.717408000000006)"
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR,1138685.0544700001,1902593.9756799999,"(41.888840999999999, -87.766153000000003)"
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR,1138708.5672200001,1902561.9130800001,"(41.888753000000001, -87.766068000000004)"
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR,1138687.9045299999,1902529.1375500001,"(41.888663000000001, -87.766143999999997)"
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR,1138665.10405,1902559.06302,"(41.888745999999998, -87.766227000000001)"
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR,1186202.8029400001,1850024.9358000001,"(41.743594000000002, -87.593314000000007)"
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR,1186228.4544599999,1849987.3134999999,"(41.743490000000001, -87.593221)"
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR,1186206.22321,1849950.5461899999,"(41.743389000000001, -87.593304000000003)"
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR,1186178.0064000001,1849985.6032100001,"(41.743485999999997, -87.593406000000002)"
AVONDALE,81,BASKETBALL BACKBOARD,OUTDOOR,1152307.0478999999,1921841.0720299999,"(41.941398999999997, -87.715619000000004)"
AVONDALE,81,BASKETBALL BACKBOARD,OUTDOOR,1152376.43621,1921842.44178,"(41.941400999999999, -87.715363999999994)"
BACK OF THE YARDS,1063,BASKETBALL BACKBOARD,OUTDOOR,1168447.8624,1871989.4702900001,"(41.804268, -87.657736999999997)"
BACK OF THE YARDS,1063,BASKETBALL BACKBOARD,OUTDOOR,1168373.6853799999,1871986.8584199999,"(41.804262000000001, -87.658009000000007)"
BARAGA (FREDERICK),295,BASKETBALL BACKBOARD,OUTDOOR,1162053.3578000001,1887563.36827,"(41.847140000000003, -87.680755000000005)"
BARAGA (FREDERICK),295,BASKETBALL BACKBOARD,OUTDOOR,1162007.60723,1887561.26132,"(41.847135000000002, -87.680923000000007)"
BARRETT (JOHN),1022,BASKETBALL BACKBOARD,OUTDOOR,1163184.7475999999,1889537.5907000001,"(41.852533000000001, -87.676547999999997)"
BARRETT (JOHN),1022,BASKETBALL BACKBOARD,OUTDOOR,1163128.2690300001,1889534.7130799999,"(41.852527000000002, -87.676755)"
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR,1196080.9465699999,1846419.5358599999,"(41.733460999999998, -87.557239999999993)"
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR,1196108.48884,1846381.5720299999,"(41.733356000000001, -87.557140000000004)"
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR,1196082.80746,1846342.8637699999,"(41.733251000000003, -87.557235000000006)"
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR,1196054.5207700001,1846380.82761,"(41.733356000000001, -87.557338000000001)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR,1165080.1457100001,1827676.84139,"(41.682738999999998, -87.671338000000006)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR,1165090.92817,1827633.7105700001,"(41.682620999999997, -87.671300000000002)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR,1165051.3914999999,1827609.0643,"(41.682554000000003, -87.671446000000003)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR,1165042.1493899999,1827652.19545,"(41.682671999999997, -87.671477999999993)"
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR,1151584.3200099999,1851314.3456300001,"(41.747878999999998, -87.720125999999993)"
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR,1151568.0021299999,1851247.6544900001,"(41.747695999999998, -87.720186999999996)"
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR,1151496.69945,1851265.7463199999,"(41.747746999999997, -87.720448000000005)"
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR,1151514.4362900001,1851333.14677,"(41.747931999999999, -87.720381000000003)"
BOSLEY (WILLIAM),1024,BASKETBALL BACKBOARD,OUTDOOR,1169373.9448599999,1884734.82341,"(41.839221999999999, -87.653970999999999)"
BOSLEY (WILLIAM),1024,BASKETBALL BACKBOARD,OUTDOOR,1169413.9264100001,1884672.74676,"(41.839050999999998, -87.653825999999995)"
BRADLEY (JOSEPHINE),1004,BASKETBALL BACKBOARD,OUTDOOR,1194232.7626,1840727.9301199999,"(41.717888000000002, -87.564196999999993)"
BRADLEY (JOSEPHINE),1004,BASKETBALL BACKBOARD,OUTDOOR,1194158.99798,1840725.12534,"(41.717883, -87.564466999999993)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169459.5053900001,1844203.9254699999,"(41.727998999999997, -87.654831000000001)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169461.63399,1844124.7422199999,"(41.727781, -87.654825000000002)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169519.53119,1844355.48028,"(41.728413000000003, -87.654606000000001)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169523.7884,1844261.8226600001,"(41.728155999999998, -87.654593000000006)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169479.93973,1844261.8226600001,"(41.728157000000003, -87.654753999999997)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169476.9597499999,1844353.7771999999,"(41.728408999999999, -87.654762000000005)"
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,1157361.14802,1881235.4252200001,"(41.829872000000002, -87.698147000000006)"
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,1157348.47679,1881163.6215600001,"(41.829675000000002, -87.698195999999996)"
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,1157381.3281,1881194.59558,"(41.829759000000003, -87.698074000000005)"
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,1157332.05097,1881203.98171,"(41.829785999999999, -87.698255000000003)"
BRONCHO BILLY,487,BASKETBALL BACKBOARD,OUTDOOR,1167219.9832899999,1929737.16319,"(41.962758000000001, -87.660579999999996)"
BRONCHO BILLY,487,BASKETBALL BACKBOARD,OUTDOOR,1167269.59146,1929738.53458,"(41.962761, -87.660398000000001)"
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,1182177.61381,1848658.97135,"(41.739939, -87.608104999999995)"
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,1182151.7135999999,1848692.0359100001,"(41.740031000000002, -87.608198000000002)"
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,1182174.8585699999,1848724.5489699999,"(41.740119, -87.608113000000003)"
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,1182198.5547100001,1848693.13794,"(41.740032999999997, -87.608027000000007)"
BUCKTHORN,339,BASKETBALL BACKBOARD,OUTDOOR,1179308.9886400001,1876077.6842199999,"(41.815244999999997, -87.617778999999999)"
BUCKTHORN,339,BASKETBALL BACKBOARD,OUTDOOR,1179310.9919199999,1876043.0287800001,"(41.815150000000003, -87.617773)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1182542.9329599999,1882399.03871,"(41.832517000000003, -87.605720000000005)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1182504.55804,1882374.70313,"(41.832450999999999, -87.605862000000002)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1182505.4940599999,1882428.98976,"(41.832599999999999, -87.605856000000003)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1182467.1188099999,1882402.78247,"(41.832529000000001, -87.605998)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185494.7768000001,1877413.5267,"(41.818767000000001, -87.595046999999994)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185449.7932899999,1877433.93151,"(41.818823999999999, -87.595211000000006)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185449.7932899999,1877386.62944,"(41.818694000000001, -87.595212000000004)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185493.8492999999,1877368.5435200001,"(41.818643000000002, -87.595050999999998)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185501.2692400001,1877356.0222199999,"(41.818609000000002, -87.595025000000007)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185543.00636,1877337.9362999999,"(41.818558000000003, -87.594871999999995)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185543.46994,1877291.0978099999,"(41.818429999999999, -87.594871999999995)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185498.48676,1877309.1840600001,"(41.818480000000001, -87.595035999999993)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1186977.36897,1874048.15744,"(41.809497, -87.589714999999998)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1187014.38662,1873982.5033799999,"(41.809316000000003, -87.589580999999995)"
BURNSIDE (AMBROSE),363,BASKETBALL BACKBOARD,OUTDOOR,1185016.8263099999,1843025.72441,"(41.724415, -87.597879000000006)"
BURNSIDE (AMBROSE),363,BASKETBALL BACKBOARD,OUTDOOR,1185019.35977,1842959.8495400001,"(41.724234000000003, -87.597870999999998)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157154.6471200001,1925055.4612700001,"(41.950122, -87.697714000000005)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157154.97291,1925048.94291,"(41.950104000000003, -87.697712999999993)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157156.2767099999,1925021.8911299999,"(41.950029999999998, -87.697709000000003)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157155.95093,1924994.8393399999,"(41.949956, -87.697710999999998)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157154.6471200001,1924986.36528,"(41.949931999999997, -87.697716)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157156.6025,1924953.7725,"(41.949843000000001, -87.697710000000001)"
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,1203239.50049,1840452.3082999999,"(41.716906999999999, -87.531218999999993)"
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,1203266.6349500001,1840417.0334300001,"(41.716808999999998, -87.531120000000001)"
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,1203245.8318400001,1840382.6627700001,"(41.716715000000001, -87.531198000000003)"
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,1203217.7928599999,1840415.22438,"(41.716805000000001, -87.531299000000004)"
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,1184628.56134,1817776.57281,"(41.655137000000003, -87.600088)"
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,1184629.7739299999,1817692.2891800001,"(41.654905999999997, -87.600086000000005)"
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,1184560.0430999999,1817715.3308000001,"(41.654971000000003, -87.600341)"
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,1184560.0430999999,1817633.4727,"(41.654746000000003, -87.600342999999995)"
CHESTNUT,1275,BASKETBALL BACKBOARD,OUTDOOR,1187300.45954,1858765.26773,"(41.767552000000002, -87.589015000000003)"
CHESTNUT,1275,BASKETBALL BACKBOARD,OUTDOOR,1187371.4803899999,1858766.5489000001,"(41.767553999999997, -87.588755000000006)"
CHIPPEWA,167,BASKETBALL BACKBOARD,OUTDOOR,1154922.87797,1944865.2979600001,"(42.004525999999998, -87.705383999999995)"
CHIPPEWA,167,BASKETBALL BACKBOARD,OUTDOOR,1154920.49838,1944826.8931799999,"(42.004421000000001, -87.705393999999998)"
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,1139261.71113,1922581.11779,"(41.943677000000001, -87.763548)"
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,1139287.0863999999,1922621.5593099999,"(41.943787999999998, -87.763453999999996)"
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,1139233.1642700001,1922619.18038,"(41.943781999999999, -87.763651999999993)"
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,1139258.53954,1922658.82925,"(41.943891000000001, -87.763558000000003)"
CHRISTIANA,1089,BASKETBALL BACKBOARD,OUTDOOR,1154428.55382,1892145.4503200001,"(41.859869000000003, -87.708616000000006)"
CLARENDON COMM. CTR.,1002,BASKETBALL BACKBOARD,OUTDOOR,1170258.81186,1929744.7648799999,"(41.962713000000001, -87.649406999999997)"
CLARENDON COMM. CTR.,1002,BASKETBALL BACKBOARD,OUTDOOR,1170187.5993999999,1929744.08017,"(41.962713000000001, -87.649669000000003)"
CLARK (JOHN),1026,BASKETBALL BACKBOARD,OUTDOOR,1145682.55327,1898087.2638900001,"(41.876344000000003, -87.740570000000005)"
CLARK (JOHN),1026,BASKETBALL BACKBOARD,OUTDOOR,1145686.70845,1898000.0048799999,"(41.876105000000003, -87.740556999999995)"
CLEMENTE (ROBERTO),406,BASKETBALL BACKBOARD,OUTDOOR,1160735.8348399999,1908487.2801699999,"(41.904584, -87.685011000000003)"
CLEMENTE (ROBERTO),406,BASKETBALL BACKBOARD,OUTDOOR,1160733.04318,1908550.5575999999,"(41.904758000000001, -87.685018999999997)"
CLYBOURN (ARCHIBALD),1091,BASKETBALL BACKBOARD,OUTDOOR,1169690.6049899999,1911688.9273099999,"(41.913179, -87.652023999999997)"
CLYBOURN (ARCHIBALD),1091,BASKETBALL BACKBOARD,OUTDOOR,1169636.7235399999,1911629.3208000001,"(41.913017000000004, -87.652224000000004)"
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,1180137.32819,1848540.20059,"(41.739660000000001, -87.615583999999998)"
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,1180216.96517,1848541.9315500001,"(41.739663, -87.615291999999997)"
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,1180232.5461800001,1848600.79364,"(41.739823999999999, -87.615233000000003)"
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,1180302.6615200001,1848603.39075,"(41.739829999999998, -87.614975999999999)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138969.3334300001,1898358.6481900001,"(41.877214000000002, -87.765212000000005)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138921.1868700001,1898358.1518000001,"(41.877212999999998, -87.765388999999999)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138874.03342,1898357.1590199999,"(41.877211000000003, -87.765562000000003)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138871.5514700001,1898442.0358200001,"(41.877443999999997, -87.765568999999999)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138919.2016400001,1898442.5322100001,"(41.877445000000002, -87.765394000000001)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138965.8590299999,1898444.02138,"(41.877448000000001, -87.765223000000006)"
COMMERCIAL CLUB PGD. OF CHICAGO,1006,BASKETBALL BACKBOARD,OUTDOOR,1163642.2817899999,1905624.9633800001,"(41.896669000000003, -87.674414999999996)"
COMMERCIAL CLUB PGD. OF CHICAGO,1006,BASKETBALL BACKBOARD,OUTDOOR,1163642.2817899999,1905613.0277100001,"(41.896636000000001, -87.674414999999996)"
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,1169499.13818,1826985.7269600001,"(41.680748000000001, -87.655181999999996)"
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,1169500.66968,1826933.6522599999,"(41.680605, -87.655178000000006)"
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,1169539.72603,1826959.68961,"(41.680675999999998, -87.655034000000001)"
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,1169461.61365,1826957.3920499999,"(41.680670999999997, -87.655320000000003)"
CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR,1165042.28522,1871271.97107,"(41.802371000000001, -87.670247000000003)"
CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR,1165046.12347,1871204.7986300001,"(41.802187000000004, -87.670235000000005)"
CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR,1165120.0134099999,1871275.8096400001,"(41.802379999999999, -87.669961999999998)"
CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR,1165125.77095,1871200.9600500001,"(41.802174999999998, -87.669943000000004)"
CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR,1151374.4569099999,1871483.8184100001,"(41.803230999999997, -87.720367999999993)"
CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR,1151363.07406,1871439.9940200001,"(41.803111000000001, -87.720410999999999)"
CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR,1151330.6325300001,1871477.5579299999,"(41.803215000000002, -87.720528999999999)"
CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR,1151319.8185699999,1871436.00978,"(41.803100999999998, -87.720569999999995)"
DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR,1165997.3390800001,1875039.83,"(41.812691000000001, -87.666638000000006)"
DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR,1165924.2175100001,1875039.04785,"(41.812690000000003, -87.666905999999997)"
DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR,1165926.5636400001,1874965.9259500001,"(41.812488999999999, -87.666899000000001)"
DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR,1165998.9033900001,1874965.9259500001,"(41.812488000000002, -87.666634000000002)"
DAVIS (MARGARET),1092,BASKETBALL BACKBOARD,OUTDOOR,1139772.0690299999,1907331.4947500001,"(41.901822000000003, -87.762045000000001)"
DAVIS (MARGARET),1092,BASKETBALL BACKBOARD,OUTDOOR,1139696.95533,1907329.50853,"(41.901817000000001, -87.762321)"
DONOVAN (GEORGE),1029,BASKETBALL BACKBOARD,OUTDOOR,1171057.42411,1880554.3006,"(41.827714, -87.647915999999995)"
DONOVAN (GEORGE),1029,BASKETBALL BACKBOARD,OUTDOOR,1171056.4769299999,1880626.8509800001,"(41.827913000000002, -87.647917000000007)"
